NAME	TITLE	SCORE	
LINC01224	long intergenic non-protein coding RNA 1224 [Source:HGNC Symbol;Acc:HGNC:49676]	32.414837	
GCNT1	glucosaminyl (N-acetyl) transferase 1 [Source:HGNC Symbol;Acc:HGNC:4203]	32.070854	
PRLR	prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446]	31.445848	
BAG1	BAG cochaperone 1 [Source:HGNC Symbol;Acc:HGNC:937]	31.226295	
GSTA4	glutathione S-transferase alpha 4 [Source:HGNC Symbol;Acc:HGNC:4629]	30.965591	
IFRD2	interferon related developmental regulator 2 [Source:HGNC Symbol;Acc:HGNC:5457]	30.742592	
ZNF850	zinc finger protein 850 [Source:HGNC Symbol;Acc:HGNC:27994]	30.740347	
ZFPM1	"zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:HGNC:19762]"	30.243662	
CCND2	cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]	30.09656	
KLF7	Kruppel like factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]	28.76278	
ARIH2	ariadne RBR E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:690]	28.761578	
EMC3-AS1	EMC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49223]	28.605854	
SNHG15	small nucleolar RNA host gene 15 [Source:HGNC Symbol;Acc:HGNC:27797]	28.54352	
ZNF69	zinc finger protein 69 [Source:HGNC Symbol;Acc:HGNC:13138]	28.541082	
SPOUT1	SPOUT domain containing methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26933]	28.311037	
MRPS25	mitochondrial ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:14511]	28.308825	
L3MBTL4	L3MBTL histone methyl-lysine binding protein 4 [Source:HGNC Symbol;Acc:HGNC:26677]	28.302149	
NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:HGNC Symbol;Acc:HGNC:29843]	27.918514	
MIGA2	mitoguardin 2 [Source:HGNC Symbol;Acc:HGNC:23621]	27.914545	
APTX	aprataxin [Source:HGNC Symbol;Acc:HGNC:15984]	27.9059	
DUS3L	dihydrouridine synthase 3 like [Source:HGNC Symbol;Acc:HGNC:26920]	27.892382	
C9orf40	chromosome 9 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:23433]	27.69659	
MME	membrane metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:7154]	27.67581	
MOCS1	molybdenum cofactor synthesis 1 [Source:HGNC Symbol;Acc:HGNC:7190]	27.644262	
LTV1	LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173]	27.456902	
RABEPK	Rab9 effector protein with kelch motifs [Source:HGNC Symbol;Acc:HGNC:16896]	27.445412	
FPGS	folylpolyglutamate synthase [Source:HGNC Symbol;Acc:HGNC:3824]	27.338606	
PTGES2	prostaglandin E synthase 2 [Source:HGNC Symbol;Acc:HGNC:17822]	27.23309	
CNTN3	contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173]	27.082266	
SLC12A7	solute carrier family 12 member 7 [Source:HGNC Symbol;Acc:HGNC:10915]	26.687975	
GLE1	GLE1 RNA export mediator [Source:HGNC Symbol;Acc:HGNC:4315]	26.58748	
TRAF3IP2-AS1	TRAF3IP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40005]	26.56421	
ZNF738	zinc finger protein 738 [Source:HGNC Symbol;Acc:HGNC:32469]	26.42722	
PSMD5	"proteasome 26S subunit, non-ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9563]"	26.415468	
PMPCA	"peptidase, mitochondrial processing subunit alpha [Source:HGNC Symbol;Acc:HGNC:18667]"	26.239115	
GSC	goosecoid homeobox [Source:HGNC Symbol;Acc:HGNC:4612]	26.058077	
DPM2	"dolichyl-phosphate mannosyltransferase subunit 2, regulatory [Source:HGNC Symbol;Acc:HGNC:3006]"	25.618885	
NOL7	nucleolar protein 7 [Source:HGNC Symbol;Acc:HGNC:21040]	25.411057	
KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:6244]	25.330864	
SAMD5	sterile alpha motif domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21180]	25.295403	
SLC2A8	solute carrier family 2 member 8 [Source:HGNC Symbol;Acc:HGNC:13812]	25.213448	
MRPS2	mitochondrial ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:14495]	25.193129	
PLA2G2A	phospholipase A2 group IIA [Source:HGNC Symbol;Acc:HGNC:9031]	25.047888	
TTC13	tetratricopeptide repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:26204]	24.979631	
QRSL1	glutaminyl-tRNA amidotransferase subunit QRSL1 [Source:HGNC Symbol;Acc:HGNC:21020]	24.831114	
RHOXF1-AS1	RHOXF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51582]	24.8289	
TRPM6	transient receptor potential cation channel subfamily M member 6 [Source:HGNC Symbol;Acc:HGNC:17995]	24.711956	
EHMT1	euchromatic histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24650]	24.64719	
CACNA1C	calcium voltage-gated channel subunit alpha1 C [Source:HGNC Symbol;Acc:HGNC:1390]	24.606075	
E2F3	E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115]	24.527437	
ZMYND19	zinc finger MYND-type containing 19 [Source:HGNC Symbol;Acc:HGNC:21146]	24.510487	
CEP43	centrosomal protein 43 [Source:HGNC Symbol;Acc:HGNC:17012]	24.327951	
DAXX	death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]	24.310781	
LSM3	"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17874]"	24.187078	
ZNF93	zinc finger protein 93 [Source:HGNC Symbol;Acc:HGNC:13169]	24.121984	
SCAP	SREBF chaperone [Source:HGNC Symbol;Acc:HGNC:30634]	23.831783	
RWDD1	RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]	23.793407	
BAP1	BRCA1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:950]	23.7612	
MED27	mediator complex subunit 27 [Source:HGNC Symbol;Acc:HGNC:2377]	23.675528	
ZNF711	zinc finger protein 711 [Source:HGNC Symbol;Acc:HGNC:13128]	23.643183	
PLCL2	phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064]	23.443947	
MSANTD3	Myb/SANT DNA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23370]	23.328136	
PRUNE2	prune homolog 2 with BCH domain [Source:HGNC Symbol;Acc:HGNC:25209]	23.314241	
FMOD	fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]	23.146095	
TRNT1	tRNA nucleotidyl transferase 1 [Source:HGNC Symbol;Acc:HGNC:17341]	23.041504	
WDR5	WD repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:12757]	23.018042	
AKAP7	A-kinase anchoring protein 7 [Source:HGNC Symbol;Acc:HGNC:377]	22.973995	
RPS26P19	ribosomal protein S26 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36377]	22.968098	
ZIK1	zinc finger protein interacting with K protein 1 [Source:HGNC Symbol;Acc:HGNC:33104]	22.881483	
CCDC12	coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]	22.83116	
AMACR	alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451]	22.820854	
OXNAD1	oxidoreductase NAD binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25128]	22.780094	
PDE12	phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386]	22.77355	
SHQ1	"SHQ1, H/ACA ribonucleoprotein assembly factor [Source:HGNC Symbol;Acc:HGNC:25543]"	22.6934	
MB21D2	Mab-21 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30438]	22.673658	
UPF3A	UPF3A regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:20332]	22.628256	
CTSL	cathepsin L [Source:HGNC Symbol;Acc:HGNC:2537]	22.495857	
SLC16A7	solute carrier family 16 member 7 [Source:HGNC Symbol;Acc:HGNC:10928]	22.46414	
DPYSL3	dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]	22.445501	
FABP1	fatty acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3555]	22.401436	
PGAP1	post-GPI attachment to proteins inositol deacylase 1 [Source:HGNC Symbol;Acc:HGNC:25712]	22.391964	
SESN1	sestrin 1 [Source:HGNC Symbol;Acc:HGNC:21595]	22.159418	
POMZP3	POM121 and ZP3 fusion [Source:HGNC Symbol;Acc:HGNC:9203]	22.015272	
CPS1	carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]	21.897951	
NGLY1	N-glycanase 1 [Source:HGNC Symbol;Acc:HGNC:17646]	21.895754	
C5orf34	chromosome 5 open reading frame 34 [Source:HGNC Symbol;Acc:HGNC:24738]	21.83662	
ASPA	aspartoacylase [Source:HGNC Symbol;Acc:HGNC:756]	21.815434	
DPH7	diphthamide biosynthesis 7 [Source:HGNC Symbol;Acc:HGNC:25199]	21.774147	
ACVR1C	activin A receptor type 1C [Source:HGNC Symbol;Acc:HGNC:18123]	21.758911	
URM1	ubiquitin related modifier 1 [Source:HGNC Symbol;Acc:HGNC:28378]	21.60765	
LRP12	LDL receptor related protein 12 [Source:HGNC Symbol;Acc:HGNC:31708]	21.534752	
FXN	frataxin [Source:HGNC Symbol;Acc:HGNC:3951]	21.451746	
MT2A	metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]	21.440794	
SNAPC4	small nuclear RNA activating complex polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:11137]	21.417154	
AGTPBP1	ATP/GTP binding carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17258]	21.411388	
NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23373]	21.377285	
UGT2A3	UDP glucuronosyltransferase family 2 member A3 [Source:HGNC Symbol;Acc:HGNC:28528]	21.287514	
MRPL18	mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]	21.111908	
FAM225A	family with sequence similarity 225 member A [Source:HGNC Symbol;Acc:HGNC:27855]	20.959545	
CTSV	cathepsin V [Source:HGNC Symbol;Acc:HGNC:2538]	20.91164	
BAAT	bile acid-CoA:amino acid N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:932]	20.885635	
EXOSC2	exosome component 2 [Source:HGNC Symbol;Acc:HGNC:17097]	20.876661	
TATDN2	TatD DNase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28988]	20.837238	
PNLIPRP2	pancreatic lipase related protein 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:9157]	20.804571	
CCNC	cyclin C [Source:HGNC Symbol;Acc:HGNC:1581]	20.785397	
CYB5R4	cytochrome b5 reductase 4 [Source:HGNC Symbol;Acc:HGNC:20147]	20.756844	
PAXX	PAXX non-homologous end joining factor [Source:HGNC Symbol;Acc:HGNC:27849]	20.754166	
NADK2	"NAD kinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26404]"	20.729149	
PSMD6	"proteasome 26S subunit, non-ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9564]"	20.667118	
SEMA5A	semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]	20.562735	
PRRC2A	proline rich coiled-coil 2A [Source:HGNC Symbol;Acc:HGNC:13918]	20.531996	
ENSG00000223478	novel transcript	20.455626	
ARMCX1	armadillo repeat containing X-linked 1 [Source:HGNC Symbol;Acc:HGNC:18073]	20.452047	
CCDC137	coiled-coil domain containing 137 [Source:HGNC Symbol;Acc:HGNC:33451]	20.436314	
IMPA2	inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]	20.410315	
FASTKD1	FAST kinase domains 1 [Source:HGNC Symbol;Acc:HGNC:26150]	20.378294	
UBAC1	UBA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30221]	20.288958	
GRHPR	glyoxylate and hydroxypyruvate reductase [Source:HGNC Symbol;Acc:HGNC:4570]	20.25032	
EAF1	ELL associated factor 1 [Source:HGNC Symbol;Acc:HGNC:20907]	20.237694	
MEX3D	mex-3 RNA binding family member D [Source:HGNC Symbol;Acc:HGNC:16734]	20.230108	
NR4A2	nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981]	20.180593	
GNL3	G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]	20.165846	
TFCP2L1	transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925]	20.165585	
MCUR1	mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:HGNC:21097]	20.157347	
PRKACB	protein kinase cAMP-activated catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9381]	20.120342	
OSBPL6	oxysterol binding protein like 6 [Source:HGNC Symbol;Acc:HGNC:16388]	20.08585	
SLC26A3	solute carrier family 26 member 3 [Source:HGNC Symbol;Acc:HGNC:3018]	20.00746	
POLE3	"DNA polymerase epsilon 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:13546]"	20.002764	
RAB14	"RAB14, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16524]"	19.964176	
NOL6	nucleolar protein 6 [Source:HGNC Symbol;Acc:HGNC:19910]	19.917618	
RPF2	ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]	19.894905	
PPP4R2	protein phosphatase 4 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:18296]	19.80107	
KLHL13	kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	19.760075	
PTGR1	prostaglandin reductase 1 [Source:HGNC Symbol;Acc:HGNC:18429]	19.734667	
SP8	Sp8 transcription factor [Source:HGNC Symbol;Acc:HGNC:19196]	19.695026	
PUS1	pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508]	19.69175	
LCE1E	late cornified envelope 1E [Source:HGNC Symbol;Acc:HGNC:29466]	19.647383	
S1PR3	sphingosine-1-phosphate receptor 3 [Source:HGNC Symbol;Acc:HGNC:3167]	19.599155	
SET	SET nuclear proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10760]	19.594152	
TMEM126B	transmembrane protein 126B [Source:HGNC Symbol;Acc:HGNC:30883]	19.504837	
KCNJ15	potassium inwardly rectifying channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261]	19.490776	
DIMT1	DIM1 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:30217]	19.459793	
C9orf78	chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:24932]	19.424288	
TLR2	toll like receptor 2 [Source:HGNC Symbol;Acc:HGNC:11848]	19.395376	
ABCF1	ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]	19.378405	
HDAC2	histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]	19.345407	
MTTP	microsomal triglyceride transfer protein [Source:HGNC Symbol;Acc:HGNC:7467]	19.284464	
ZNF724	zinc finger protein 724 [Source:HGNC Symbol;Acc:HGNC:32460]	19.276943	
DOLPP1	dolichyldiphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:29565]	19.237888	
PDCD2	programmed cell death 2 [Source:HGNC Symbol;Acc:HGNC:8762]	19.227491	
ADAT2	adenosine deaminase tRNA specific 2 [Source:HGNC Symbol;Acc:HGNC:21172]	19.221973	
IMP4	IMP U3 small nucleolar ribonucleoprotein 4 [Source:HGNC Symbol;Acc:HGNC:30856]	19.17535	
LHFPL6	LHFPL tetraspan subfamily member 6 [Source:HGNC Symbol;Acc:HGNC:6586]	19.173544	
TSN	translin [Source:HGNC Symbol;Acc:HGNC:12379]	19.173178	
NCL	nucleolin [Source:HGNC Symbol;Acc:HGNC:7667]	19.142893	
ABRACL	ABRA C-terminal like [Source:HGNC Symbol;Acc:HGNC:21230]	19.058754	
SURF6	surfeit 6 [Source:HGNC Symbol;Acc:HGNC:11478]	19.029623	
CDK5RAP2	CDK5 regulatory subunit associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18672]	18.978628	
NDOR1	NADPH dependent diflavin oxidoreductase 1 [Source:HGNC Symbol;Acc:HGNC:29838]	18.889887	
NUP214	nucleoporin 214 [Source:HGNC Symbol;Acc:HGNC:8064]	18.846188	
RPP40	ribonuclease P/MRP subunit p40 [Source:HGNC Symbol;Acc:HGNC:20992]	18.801395	
ILKAP	ILK associated serine/threonine phosphatase [Source:HGNC Symbol;Acc:HGNC:15566]	18.791817	
PPAN	peter pan homolog [Source:HGNC Symbol;Acc:HGNC:9227]	18.73256	
METTL13	"methyltransferase 13, eEF1A lysine and N-terminal methyltransferase [Source:HGNC Symbol;Acc:HGNC:24248]"	18.727049	
TRUB2	TruB pseudouridine synthase family member 2 [Source:HGNC Symbol;Acc:HGNC:17170]	18.694212	
UQCRC1	ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]	18.677156	
NEK4	NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]	18.65417	
MKRN2	makorin ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:7113]	18.612022	
ORC3	origin recognition complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:8489]	18.59782	
MRM3	mitochondrial rRNA methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:18485]	18.519089	
DNLZ	DNL-type zinc finger [Source:HGNC Symbol;Acc:HGNC:33879]	18.519024	
TRMT11	tRNA methyltransferase 11 homolog [Source:HGNC Symbol;Acc:HGNC:21080]	18.439863	
CARNMT1	carnosine N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23435]	18.39657	
PPP6C	protein phosphatase 6 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9323]	18.381464	
MVB12B	multivesicular body subunit 12B [Source:HGNC Symbol;Acc:HGNC:23368]	18.274876	
VAV3	vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]	18.228933	
COL24A1	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]	18.22348	
ZNF433-AS1	ZNF433 and ZNF878 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53776]	18.211866	
ZNF433	zinc finger protein 433 [Source:HGNC Symbol;Acc:HGNC:20811]	18.208826	
AKR1C4	aldo-keto reductase family 1 member C4 [Source:HGNC Symbol;Acc:HGNC:387]	18.192783	
CAB39	calcium binding protein 39 [Source:HGNC Symbol;Acc:HGNC:20292]	18.084661	
TNFAIP3	TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]	18.065588	
EXOSC7	exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112]	18.009962	
CNOT9	CCR4-NOT transcription complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:10445]	17.947725	
AGPS	alkylglycerone phosphate synthase [Source:HGNC Symbol;Acc:HGNC:327]	17.945642	
GLP1R	glucagon like peptide 1 receptor [Source:HGNC Symbol;Acc:HGNC:4324]	17.902142	
CASP3	caspase 3 [Source:HGNC Symbol;Acc:HGNC:1504]	17.90006	
THOC7	THO complex 7 [Source:HGNC Symbol;Acc:HGNC:29874]	17.899553	
GLTPD2	glycolipid transfer protein domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33756]	17.874763	
TMEM177	transmembrane protein 177 [Source:HGNC Symbol;Acc:HGNC:28143]	17.85458	
ZNF620	zinc finger protein 620 [Source:HGNC Symbol;Acc:HGNC:28742]	17.785952	
EPHA3	EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387]	17.735935	
PLD6	phospholipase D family member 6 [Source:HGNC Symbol;Acc:HGNC:30447]	17.679358	
SACM1L	SAC1 like phosphatidylinositide phosphatase [Source:HGNC Symbol;Acc:HGNC:17059]	17.652481	
SLC25A25	solute carrier family 25 member 25 [Source:HGNC Symbol;Acc:HGNC:20663]	17.639622	
CBWD6	COBW domain containing 6 [Source:HGNC Symbol;Acc:HGNC:31978]	17.53895	
SPINK1	serine peptidase inhibitor Kazal type 1 [Source:HGNC Symbol;Acc:HGNC:11244]	17.477577	
ARL8B	ADP ribosylation factor like GTPase 8B [Source:HGNC Symbol;Acc:HGNC:25564]	17.469816	
PPIL4	peptidylprolyl isomerase like 4 [Source:HGNC Symbol;Acc:HGNC:15702]	17.435629	
ADGRB2	adhesion G protein-coupled receptor B2 [Source:HGNC Symbol;Acc:HGNC:944]	17.386143	
RABGAP1	RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]	17.353989	
YY2	YY2 transcription factor [Source:HGNC Symbol;Acc:HGNC:31684]	17.33749	
KIAA1586	KIAA1586 [Source:HGNC Symbol;Acc:HGNC:21360]	17.318428	
ENTR1	endosome associated trafficking regulator 1 [Source:HGNC Symbol;Acc:HGNC:10667]	17.316607	
ENDOG	endonuclease G [Source:HGNC Symbol;Acc:HGNC:3346]	17.264011	
ARPC5L	actin related protein 2/3 complex subunit 5 like [Source:HGNC Symbol;Acc:HGNC:23366]	17.257978	
EXOSC3	exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944]	17.219362	
PLPP1	phospholipid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9228]	17.1856	
SMIM4	small integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:37257]	17.144712	
SMU1	SMU1 DNA replication regulator and spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:18247]	17.142973	
GC	GC vitamin D binding protein [Source:HGNC Symbol;Acc:HGNC:4187]	17.139452	
CBWD5	COBW domain containing 5 [Source:HGNC Symbol;Acc:HGNC:24584]	17.090143	
MUC2	"mucin 2, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7512]"	17.087934	
TRAIP	TRAF interacting protein [Source:HGNC Symbol;Acc:HGNC:30764]	17.086166	
OTULINL	OTU deubiquitinase with linear linkage specificity like [Source:HGNC Symbol;Acc:HGNC:25629]	17.07038	
LYPD6B	LY6/PLAUR domain containing 6B [Source:HGNC Symbol;Acc:HGNC:27018]	17.065308	
MAIP1	matrix AAA peptidase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26198]	17.061068	
VAV2	vav guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:12658]	17.022959	
HOXC12	homeobox C12 [Source:HGNC Symbol;Acc:HGNC:5124]	16.990667	
TRABD2A	TraB domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27013]	16.931503	
GALNT6	polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]	16.918367	
KLHL18	kelch like family member 18 [Source:HGNC Symbol;Acc:HGNC:29120]	16.888645	
ZC3H15	zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]	16.88242	
GMPR	guanosine monophosphate reductase [Source:HGNC Symbol;Acc:HGNC:4376]	16.859032	
FAM174C	family with sequence similarity 174 member C [Source:HGNC Symbol;Acc:HGNC:26073]	16.837769	
APOB	apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]	16.823977	
SMPD4	sphingomyelin phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:32949]	16.814163	
FAM83B	family with sequence similarity 83 member B [Source:HGNC Symbol;Acc:HGNC:21357]	16.781815	
GABRB2	gamma-aminobutyric acid type A receptor subunit beta2 [Source:HGNC Symbol;Acc:HGNC:4082]	16.780582	
NDUFA8	NADH:ubiquinone oxidoreductase subunit A8 [Source:HGNC Symbol;Acc:HGNC:7692]	16.779531	
GOLGA2P11	GOLGA2 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:26788]	16.772305	
REXO4	"REX4 homolog, 3'-5' exonuclease [Source:HGNC Symbol;Acc:HGNC:12820]"	16.765245	
PSMB7	proteasome 20S subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:9544]	16.763668	
LYPD6	LY6/PLAUR domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28751]	16.73927	
TSPAN7	tetraspanin 7 [Source:HGNC Symbol;Acc:HGNC:11854]	16.729843	
DNAJC8	DnaJ heat shock protein family (Hsp40) member C8 [Source:HGNC Symbol;Acc:HGNC:15470]	16.727875	
HEG1	heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]	16.718317	
EPHA4	EPH receptor A4 [Source:HGNC Symbol;Acc:HGNC:3388]	16.710129	
SQSTM1	sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]	16.706608	
C9orf64	chromosome 9 open reading frame 64 [Source:HGNC Symbol;Acc:HGNC:28144]	16.635101	
DOLK	dolichol kinase [Source:HGNC Symbol;Acc:HGNC:23406]	16.615883	
