NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SIRNA_EIF4GI_DN	SIRNA_EIF4GI_DN		82	0.29842883	0.9517648	0.5553279	0.73674077	1.0	4601	tags=35%, list=24%, signal=46%	
YAP1_DN	YAP1_DN		31	0.3542451	0.9510571	0.5179283	0.7227572	1.0	2416	tags=26%, list=12%, signal=29%	
PDGF_UP.V1_UP	PDGF_UP.V1_UP		132	0.2770447	0.9497477	0.5800866	0.71135527	1.0	3788	tags=30%, list=19%, signal=36%	
PRC2_EZH2_UP.V1_UP	PRC2_EZH2_UP.V1_UP		150	0.2732655	0.9495936	0.5696466	0.69681746	1.0	1582	tags=15%, list=8%, signal=16%	
PRC2_SUZ12_UP.V1_DN	PRC2_SUZ12_UP.V1_DN		128	0.27536806	0.9490115	0.5885947	0.68393373	1.0	3584	tags=24%, list=18%, signal=29%	
SNF5_DN.V1_UP	SNF5_DN.V1_UP		147	0.27080756	0.93659604	0.6134454	0.70886755	1.0	3278	tags=22%, list=17%, signal=27%	
IL21_UP.V1_DN	IL21_UP.V1_DN		121	0.2668542	0.91149235	0.6786469	0.77519053	1.0	1606	tags=13%, list=8%, signal=14%	
HOXA9_DN.V1_UP	HOXA9_DN.V1_UP		180	0.25168657	0.9034982	0.7747368	0.783668	1.0	2059	tags=10%, list=11%, signal=11%	
PKCA_DN.V1_UP	PKCA_DN.V1_UP		125	0.26113182	0.8931189	0.7389474	0.7992074	1.0	2244	tags=13%, list=12%, signal=14%	
CAMP_UP.V1_UP	CAMP_UP.V1_UP		198	0.24644196	0.88442683	0.8024948	0.80887973	1.0	4393	tags=27%, list=23%, signal=34%	
KRAS.AMP.LUNG_UP.V1_UP	KRAS.AMP.LUNG_UP.V1_UP		81	0.27705806	0.88204485	0.6919831	0.80023205	1.0	2632	tags=14%, list=14%, signal=16%	
IL15_UP.V1_UP	IL15_UP.V1_UP		158	0.2388076	0.8415308	0.88461536	0.8840004	1.0	2395	tags=16%, list=12%, signal=18%	
CTIP_DN.V1_DN	CTIP_DN.V1_DN		99	0.2532518	0.83105254	0.84415585	0.88881683	1.0	3835	tags=22%, list=20%, signal=28%	
TBK1.DN.48HRS_DN	TBK1.DN.48HRS_DN		47	0.27151197	0.79675245	0.8385744	0.92769384	1.0	3184	tags=21%, list=16%, signal=25%	
