NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
STK33_SKM_DN	STK33_SKM_DN		228	-0.38858765	-1.37377	0.011029412	0.099754356	0.945	2218	tags=21%, list=11%, signal=23%	
KRAS.PROSTATE_UP.V1_DN	KRAS.PROSTATE_UP.V1_DN		83	-0.42928627	-1.3575667	0.057086613	0.11300292	0.972	2008	tags=17%, list=10%, signal=19%	
KRAS.PROSTATE_UP.V1_UP	KRAS.PROSTATE_UP.V1_UP		96	-0.4142256	-1.3573879	0.039583333	0.11028745	0.972	3223	tags=23%, list=17%, signal=27%	
ATF2_UP.V1_DN	ATF2_UP.V1_DN		145	-0.39819893	-1.3557553	0.020992367	0.108990826	0.973	1852	tags=21%, list=10%, signal=23%	
PRC2_SUZ12_UP.V1_UP	PRC2_SUZ12_UP.V1_UP		131	-0.39415163	-1.3506225	0.032786883	0.11067404	0.973	3221	tags=27%, list=17%, signal=33%	
IL2_UP.V1_DN	IL2_UP.V1_DN		144	-0.39199486	-1.3349223	0.02259887	0.12509492	0.985	3475	tags=28%, list=18%, signal=34%	
RAPA_EARLY_UP.V1_DN	RAPA_EARLY_UP.V1_DN		152	-0.38570124	-1.3239673	0.032945737	0.13336556	0.988	2693	tags=22%, list=14%, signal=26%	
MTOR_UP.V1_DN	MTOR_UP.V1_DN		156	-0.38251165	-1.3234441	0.025974026	0.13097288	0.988	3132	tags=29%, list=16%, signal=34%	
E2F1_UP.V1_DN	E2F1_UP.V1_DN		172	-0.37919608	-1.31978	0.025390625	0.13211638	0.988	1821	tags=18%, list=9%, signal=20%	
BMI1_DN.V1_DN	BMI1_DN.V1_DN		112	-0.39709234	-1.3157446	0.03508772	0.13378254	0.993	3347	tags=28%, list=17%, signal=33%	
CSR_EARLY_UP.V1_DN	CSR_EARLY_UP.V1_DN		116	-0.39078712	-1.3072865	0.050607286	0.14022048	0.993	2129	tags=23%, list=11%, signal=26%	
KRAS.300_UP.V1_UP	KRAS.300_UP.V1_UP		91	-0.40785	-1.3006957	0.07272727	0.14546092	0.993	3269	tags=32%, list=17%, signal=38%	
ESC_J1_UP_EARLY.V1_UP	ESC_J1_UP_EARLY.V1_UP		152	-0.3718775	-1.2927679	0.04638219	0.15297781	0.994	3291	tags=32%, list=17%, signal=38%	
GCNP_SHH_UP_EARLY.V1_DN	GCNP_SHH_UP_EARLY.V1_DN		136	-0.38177788	-1.2899443	0.059479553	0.15284763	0.995	3248	tags=25%, list=17%, signal=30%	
RAF_UP.V1_DN	RAF_UP.V1_DN		175	-0.36542672	-1.2833729	0.02964427	0.15795225	0.995	1963	tags=19%, list=10%, signal=21%	
RAF_UP.V1_UP	RAF_UP.V1_UP		184	-0.36218795	-1.2730644	0.061895553	0.16973041	0.999	3046	tags=23%, list=16%, signal=27%	
CRX_NRL_DN.V1_UP	CRX_NRL_DN.V1_UP		112	-0.38388768	-1.2710264	0.065789476	0.16891214	0.999	3238	tags=26%, list=17%, signal=31%	
NRL_DN.V1_UP	NRL_DN.V1_UP		105	-0.38860878	-1.2706126	0.07909604	0.16644827	0.999	4145	tags=29%, list=21%, signal=36%	
ESC_J1_UP_LATE.V1_UP	ESC_J1_UP_LATE.V1_UP		158	-0.37210143	-1.270077	0.05185185	0.16403367	0.999	3203	tags=28%, list=16%, signal=34%	
TGFB_UP.V1_DN	TGFB_UP.V1_DN		163	-0.36519334	-1.2652884	0.04708098	0.16814841	1.0	2890	tags=24%, list=15%, signal=28%	
PTEN_DN.V2_UP	PTEN_DN.V2_UP		108	-0.38806257	-1.261321	0.09259259	0.17078064	1.0	2503	tags=17%, list=13%, signal=19%	
KRAS.600_UP.V1_UP	KRAS.600_UP.V1_UP		181	-0.35437566	-1.2575955	0.06	0.17292532	1.0	3269	tags=26%, list=17%, signal=31%	
JNK_DN.V1_DN	JNK_DN.V1_DN		139	-0.36428902	-1.2510308	0.05772812	0.1798735	1.0	1885	tags=19%, list=10%, signal=21%	
BMI1_DN.V1_UP	BMI1_DN.V1_UP		124	-0.37705433	-1.2426293	0.09270217	0.18913077	1.0	2533	tags=23%, list=13%, signal=27%	
TGFB_UP.V1_UP	TGFB_UP.V1_UP		160	-0.35380915	-1.231482	0.08206107	0.20382294	1.0	3437	tags=31%, list=18%, signal=37%	
IL15_UP.V1_DN	IL15_UP.V1_DN		119	-0.3683239	-1.2250476	0.10311284	0.21109053	1.0	3469	tags=29%, list=18%, signal=36%	
RAPA_EARLY_UP.V1_UP	RAPA_EARLY_UP.V1_UP		125	-0.36721367	-1.2192745	0.08863199	0.21745053	1.0	2352	tags=18%, list=12%, signal=21%	
STK33_SKM_UP	STK33_SKM_UP		247	-0.33540726	-1.2189339	0.060606062	0.21448357	1.0	3157	tags=19%, list=16%, signal=23%	
LEF1_UP.V1_UP	LEF1_UP.V1_UP		163	-0.3574692	-1.2182964	0.09778598	0.2123024	1.0	2062	tags=18%, list=11%, signal=20%	
LTE2_UP.V1_DN	LTE2_UP.V1_DN		183	-0.347018	-1.2146741	0.097087376	0.21549393	1.0	1940	tags=17%, list=10%, signal=19%	
EIF4E_DN	EIF4E_DN		96	-0.37601268	-1.2076036	0.104950495	0.22443189	1.0	4440	tags=30%, list=23%, signal=39%	
ATM_DN.V1_DN	ATM_DN.V1_DN		88	-0.37609106	-1.2058176	0.13438736	0.22424492	1.0	4176	tags=32%, list=21%, signal=40%	
STK33_UP	STK33_UP		261	-0.3264168	-1.2005334	0.078947365	0.22968073	1.0	3156	tags=21%, list=16%, signal=24%	
MTOR_UP.V1_UP	MTOR_UP.V1_UP		138	-0.35407412	-1.1934656	0.117529884	0.23916978	1.0	1422	tags=14%, list=7%, signal=16%	
GCNP_SHH_UP_LATE.V1_DN	GCNP_SHH_UP_LATE.V1_DN		150	-0.34861192	-1.1868743	0.13246268	0.24792174	1.0	2541	tags=21%, list=13%, signal=24%	
ESC_V6.5_UP_LATE.V1_UP	ESC_V6.5_UP_LATE.V1_UP		158	-0.34600568	-1.184242	0.106814	0.24948956	1.0	3059	tags=24%, list=16%, signal=28%	
RELA_DN.V1_DN	RELA_DN.V1_DN		88	-0.37381566	-1.1787106	0.1781076	0.2566387	1.0	2944	tags=24%, list=15%, signal=28%	
LTE2_UP.V1_UP	LTE2_UP.V1_UP		176	-0.33331344	-1.1787101	0.120527305	0.25317058	1.0	2863	tags=24%, list=15%, signal=28%	
AKT_UP_MTOR_DN.V1_UP	AKT_UP_MTOR_DN.V1_UP		158	-0.33749014	-1.1747717	0.11220472	0.25756937	1.0	2905	tags=18%, list=15%, signal=21%	
BCAT_GDS748_DN	BCAT_GDS748_DN		41	-0.42333242	-1.1715581	0.20703125	0.25988254	1.0	1287	tags=15%, list=7%, signal=16%	
STK33_NOMO_UP	STK33_NOMO_UP		262	-0.31714356	-1.1685697	0.09829868	0.2617778	1.0	3156	tags=22%, list=16%, signal=26%	
KRAS.BREAST_UP.V1_DN	KRAS.BREAST_UP.V1_DN		91	-0.36017165	-1.1673112	0.17318435	0.2605033	1.0	3061	tags=29%, list=16%, signal=34%	
ALK_DN.V1_UP	ALK_DN.V1_UP		91	-0.36460242	-1.1670575	0.18590999	0.25761625	1.0	1734	tags=12%, list=9%, signal=13%	
CYCLIN_D1_UP.V1_UP	CYCLIN_D1_UP.V1_UP		149	-0.33814007	-1.1617666	0.15298508	0.2651085	1.0	2701	tags=23%, list=14%, signal=27%	
KRAS.LUNG.BREAST_UP.V1_DN	KRAS.LUNG.BREAST_UP.V1_DN		93	-0.3594011	-1.1612899	0.18666667	0.2626948	1.0	2955	tags=26%, list=15%, signal=30%	
KRAS.50_UP.V1_UP	KRAS.50_UP.V1_UP		31	-0.43524805	-1.1458808	0.24798387	0.2882902	1.0	3137	tags=35%, list=16%, signal=42%	
DCA_UP.V1_DN	DCA_UP.V1_DN		153	-0.3290171	-1.1395828	0.16171004	0.2967462	1.0	2369	tags=16%, list=12%, signal=18%	
STK33_DN	STK33_DN		241	-0.31267625	-1.1374291	0.13553114	0.2975572	1.0	1950	tags=17%, list=10%, signal=18%	
E2F3_UP.V1_DN	E2F3_UP.V1_DN		131	-0.33621457	-1.1351087	0.20874752	0.29846156	1.0	1609	tags=15%, list=8%, signal=17%	
KRAS.600.LUNG.BREAST_UP.V1_DN	KRAS.600.LUNG.BREAST_UP.V1_DN		187	-0.31887364	-1.1291405	0.16240875	0.30678624	1.0	3105	tags=24%, list=16%, signal=28%	
PRC2_EED_DN.V1_DN	PRC2_EED_DN.V1_DN		175	-0.3158379	-1.1046722	0.22416812	0.35911977	1.0	1885	tags=15%, list=10%, signal=16%	
KRAS.KIDNEY_UP.V1_DN	KRAS.KIDNEY_UP.V1_DN		81	-0.35183662	-1.1019715	0.27184466	0.3612861	1.0	1923	tags=16%, list=10%, signal=18%	
BMI1_DN_MEL18_DN.V1_DN	BMI1_DN_MEL18_DN.V1_DN		116	-0.3219258	-1.0722967	0.28411216	0.429041	1.0	2921	tags=24%, list=15%, signal=28%	
IL21_UP.V1_UP	IL21_UP.V1_UP		127	-0.31849992	-1.0694461	0.30017763	0.43152773	1.0	3159	tags=18%, list=16%, signal=21%	
CTIP_DN.V1_UP	CTIP_DN.V1_UP		72	-0.33700654	-1.048008	0.3659004	0.4843227	1.0	2678	tags=25%, list=14%, signal=29%	
CRX_NRL_DN.V1_DN	CRX_NRL_DN.V1_DN		102	-0.31337288	-1.0314698	0.37148216	0.5276386	1.0	4556	tags=33%, list=23%, signal=43%	
PTEN_DN.V1_DN	PTEN_DN.V1_DN		116	-0.31154397	-1.030565	0.3699187	0.52462685	1.0	2377	tags=18%, list=12%, signal=21%	
RELA_DN.V1_UP	RELA_DN.V1_UP		115	-0.31050834	-1.0262315	0.39341086	0.5315851	1.0	2391	tags=17%, list=12%, signal=19%	
WNT_UP.V1_UP	WNT_UP.V1_UP		128	-0.305707	-1.0230099	0.37804878	0.53561246	1.0	2518	tags=16%, list=13%, signal=19%	
KRAS.LUNG.BREAST_UP.V1_UP	KRAS.LUNG.BREAST_UP.V1_UP		93	-0.31837466	-1.0227057	0.40159047	0.5310603	1.0	2513	tags=23%, list=13%, signal=26%	
SRC_UP.V1_UP	SRC_UP.V1_UP		126	-0.29867744	-1.0166774	0.38909775	0.5428976	1.0	3870	tags=25%, list=20%, signal=32%	
CYCLIN_D1_KE_.V1_UP	CYCLIN_D1_KE_.V1_UP		168	-0.29183474	-1.014392	0.40072858	0.5442126	1.0	2739	tags=23%, list=14%, signal=26%	
TBK1.DF_UP	TBK1.DF_UP		273	-0.27519506	-1.01328	0.40232107	0.5418948	1.0	2609	tags=17%, list=13%, signal=20%	
CAHOY_ASTROCYTIC	CAHOY_ASTROCYTIC		79	-0.31907576	-1.0094957	0.4288618	0.54741126	1.0	3074	tags=23%, list=16%, signal=27%	
YAP1_UP	YAP1_UP		43	-0.35472596	-1.0062213	0.4334601	0.5513363	1.0	3342	tags=26%, list=17%, signal=31%	
KRAS.600.LUNG.BREAST_UP.V1_UP	KRAS.600.LUNG.BREAST_UP.V1_UP		174	-0.28792048	-0.9993106	0.42352942	0.56566745	1.0	3283	tags=24%, list=17%, signal=28%	
IL2_UP.V1_UP	IL2_UP.V1_UP		155	-0.28533706	-0.9955253	0.44014734	0.572109	1.0	1864	tags=13%, list=10%, signal=14%	
CAMP_UP.V1_DN	CAMP_UP.V1_DN		183	-0.2830469	-0.9914252	0.4686907	0.57926184	1.0	2920	tags=19%, list=15%, signal=22%	
EGFR_UP.V1_DN	EGFR_UP.V1_DN		182	-0.2785188	-0.98883075	0.48722628	0.5817363	1.0	2924	tags=18%, list=15%, signal=21%	
NRL_DN.V1_DN	NRL_DN.V1_DN		111	-0.29636186	-0.9874315	0.46628132	0.5806205	1.0	4225	tags=28%, list=22%, signal=35%	
BCAT_BILD_ET_AL_UP	BCAT_BILD_ET_AL_UP		43	-0.3482549	-0.98170453	0.47843137	0.59202915	1.0	1183	tags=12%, list=6%, signal=12%	
PRC2_EED_DN.V1_UP	PRC2_EED_DN.V1_UP		150	-0.28178197	-0.97394615	0.4915254	0.6091275	1.0	3209	tags=23%, list=17%, signal=27%	
ATF2_S_UP.V1_UP	ATF2_S_UP.V1_UP		136	-0.288412	-0.9680442	0.5386064	0.6209755	1.0	2893	tags=19%, list=15%, signal=22%	
WNT_UP.V1_DN	WNT_UP.V1_DN		128	-0.28396067	-0.9669642	0.5183752	0.6183982	1.0	2901	tags=21%, list=15%, signal=25%	
ESC_J1_UP_EARLY.V1_DN	ESC_J1_UP_EARLY.V1_DN		152	-0.2838022	-0.96662575	0.54234236	0.61395276	1.0	2517	tags=16%, list=13%, signal=19%	
HOXA9_DN.V1_DN	HOXA9_DN.V1_DN		167	-0.27780035	-0.9656822	0.54198474	0.6113316	1.0	2220	tags=16%, list=11%, signal=17%	
STK33_NOMO_DN	STK33_NOMO_DN		245	-0.26551175	-0.96366453	0.5547025	0.6116032	1.0	2478	tags=16%, list=13%, signal=18%	
PKCA_DN.V1_DN	PKCA_DN.V1_DN		122	-0.28595984	-0.9587833	0.52862597	0.6203635	1.0	2967	tags=22%, list=15%, signal=26%	
PTEN_DN.V2_DN	PTEN_DN.V2_DN		130	-0.2821147	-0.954391	0.544964	0.62760645	1.0	3225	tags=22%, list=17%, signal=27%	
MEK_UP.V1_DN	MEK_UP.V1_DN		175	-0.27687013	-0.9492248	0.5865922	0.6365008	1.0	1963	tags=15%, list=10%, signal=17%	
JAK2_DN.V1_DN	JAK2_DN.V1_DN		122	-0.28209054	-0.94222236	0.5992579	0.6505193	1.0	2398	tags=20%, list=12%, signal=22%	
CRX_DN.V1_UP	CRX_DN.V1_UP		105	-0.2874427	-0.93684477	0.5881226	0.6603769	1.0	2526	tags=15%, list=13%, signal=17%	
ESC_V6.5_UP_EARLY.V1_UP	ESC_V6.5_UP_EARLY.V1_UP		135	-0.27302918	-0.920878	0.633829	0.70055294	1.0	2075	tags=17%, list=11%, signal=19%	
PRC1_BMI_UP.V1_UP	PRC1_BMI_UP.V1_UP		132	-0.26265553	-0.8986536	0.7173077	0.7593003	1.0	1430	tags=10%, list=7%, signal=11%	
RB_DN.V1_UP	RB_DN.V1_UP		104	-0.27367386	-0.89347327	0.66729325	0.76771337	1.0	1148	tags=13%, list=6%, signal=13%	
P53_DN.V2_UP	P53_DN.V2_UP		90	-0.2775983	-0.8737855	0.71292776	0.8161684	1.0	2856	tags=21%, list=15%, signal=25%	
PDGF_ERK_DN.V1_DN	PDGF_ERK_DN.V1_DN		137	-0.25517756	-0.87325406	0.8	0.8108923	1.0	3058	tags=19%, list=16%, signal=22%	
BRCA1_DN.V1_DN	BRCA1_DN.V1_DN		102	-0.2683634	-0.86378396	0.75581396	0.82839817	1.0	1922	tags=14%, list=10%, signal=15%	
RB_P130_DN.V1_DN	RB_P130_DN.V1_DN		125	-0.2542095	-0.8571912	0.80662984	0.83823943	1.0	4480	tags=31%, list=23%, signal=40%	
BRCA1_DN.V1_UP	BRCA1_DN.V1_UP		67	-0.27824947	-0.8499609	0.75243664	0.84870344	1.0	3882	tags=25%, list=20%, signal=32%	
BCAT.100_UP.V1_UP	BCAT.100_UP.V1_UP		43	-0.3014108	-0.8473699	0.71568626	0.8481847	1.0	3148	tags=26%, list=16%, signal=30%	
PDGF_ERK_DN.V1_UP	PDGF_ERK_DN.V1_UP		120	-0.25121263	-0.84344554	0.835206	0.8500827	1.0	2920	tags=18%, list=15%, signal=21%	
GLI1_UP.V1_DN	GLI1_UP.V1_DN		17	-0.31584135	-0.7359406	0.840081	0.98250115	1.0	4232	tags=29%, list=22%, signal=38%	
P53_DN.V2_DN	P53_DN.V2_DN		107	-0.22370069	-0.7292579	0.9811321	0.9780924	1.0	4263	tags=22%, list=22%, signal=29%	
