NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	Details ...	56	-0.5951597	-1.7602293	0.0	0.2229404	0.984	2519	tags=34%, list=13%, signal=39%	
GOBP_NEUROINFLAMMATORY_RESPONSE	GOBP_NEUROINFLAMMATORY_RESPONSE	Details ...	23	-0.70574564	-1.7536049	0.0041841003	0.22751912	0.986	1986	tags=26%, list=10%, signal=29%	
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	Details ...	45	-0.6042705	-1.7468262	0.0	0.2341002	0.989	3430	tags=36%, list=18%, signal=43%	
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY		59	-0.5843137	-1.7397747	0.0019230769	0.23992263	0.989	1314	tags=19%, list=7%, signal=20%	
GOBP_RESPONSE_TO_PROTOZOAN	GOBP_RESPONSE_TO_PROTOZOAN		19	-0.7189764	-1.7369038	0.009765625	0.23781173	0.992	2102	tags=32%, list=11%, signal=35%	
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY		164	-0.50474316	-1.7319827	0.0	0.24023874	0.993	2384	tags=27%, list=12%, signal=30%	
GOBP_SCHWANN_CELL_DIFFERENTIATION	GOBP_SCHWANN_CELL_DIFFERENTIATION		34	-0.6376637	-1.7302977	0.001996008	0.23382257	0.994	2877	tags=38%, list=15%, signal=45%	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY		56	-0.5878927	-1.729563	0.0039525693	0.22613733	0.994	3430	tags=34%, list=18%, signal=41%	
GOBP_EXOCRINE_SYSTEM_DEVELOPMENT	GOBP_EXOCRINE_SYSTEM_DEVELOPMENT		39	-0.61853945	-1.7227837	0.001996008	0.23361558	0.996	1724	tags=26%, list=9%, signal=28%	
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT		21	-0.71294683	-1.7225392	0.007843138	0.22574627	0.996	1055	tags=24%, list=5%, signal=25%	
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY		101	-0.52425367	-1.7224176	0.0	0.21797444	0.996	2649	tags=35%, list=14%, signal=40%	
GOBP_RESPONSE_TO_ACIDIC_PH	GOBP_RESPONSE_TO_ACIDIC_PH		19	-0.7140812	-1.7047672	0.004008016	0.25202188	0.999	3876	tags=58%, list=20%, signal=72%	
GOBP_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS	GOBP_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS		17	-0.738828	-1.6989558	0.008016032	0.2596277	0.999	1724	tags=29%, list=9%, signal=32%	
GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING	GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING		21	-0.68668866	-1.69551	0.0056926	0.26080632	1.0	1314	tags=29%, list=7%, signal=31%	
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION		38	-0.6154415	-1.6891545	0.005964215	0.26991242	1.0	965	tags=21%, list=5%, signal=22%	
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS		89	-0.5254212	-1.6879029	0.0	0.26486167	1.0	2058	tags=22%, list=11%, signal=25%	
GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS		15	-0.7402948	-1.6809442	0.009652509	0.27638176	1.0	3140	tags=47%, list=16%, signal=56%	
GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS	GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS		52	-0.5766333	-1.6809148	0.003929273	0.26854292	1.0	3261	tags=31%, list=17%, signal=37%	
GOBP_RESPONSE_TO_PH	GOBP_RESPONSE_TO_PH		29	-0.6281057	-1.6670636	0.0076190475	0.30091336	1.0	4169	tags=48%, list=21%, signal=61%	
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY		72	-0.5376655	-1.6618704	0.0	0.30787292	1.0	1963	tags=18%, list=10%, signal=20%	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS		28	-0.6401002	-1.6615249	0.006048387	0.30054268	1.0	171	tags=18%, list=1%, signal=18%	
GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS	GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS		25	-0.6548065	-1.6595597	0.013645224	0.29834792	1.0	426	tags=12%, list=2%, signal=12%	
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE		21	-0.6766451	-1.6535484	0.010121457	0.30851802	1.0	1963	tags=33%, list=10%, signal=37%	
GOBP_CHONDROCYTE_DEVELOPMENT	GOBP_CHONDROCYTE_DEVELOPMENT		27	-0.63729626	-1.6474781	0.012121212	0.31937575	1.0	2698	tags=22%, list=14%, signal=26%	
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS		175	-0.47174114	-1.647179	0.0	0.31261605	1.0	3255	tags=31%, list=17%, signal=37%	
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION	GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION		64	-0.53722227	-1.6436892	0.006048387	0.3154008	1.0	1776	tags=22%, list=9%, signal=24%	
GOBP_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	GOBP_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS		33	-0.6062502	-1.6396593	0.015533981	0.31992722	1.0	2084	tags=36%, list=11%, signal=41%	
GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS	GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS		102	-0.49417564	-1.6344455	0.001908397	0.3280083	1.0	2084	tags=29%, list=11%, signal=33%	
GOBP_SODIUM_ION_HOMEOSTASIS	GOBP_SODIUM_ION_HOMEOSTASIS		32	-0.61826867	-1.6319855	0.010183299	0.32803458	1.0	4401	tags=44%, list=23%, signal=56%	
GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR		15	-0.71566105	-1.6312901	0.013358778	0.3229988	1.0	415	tags=27%, list=2%, signal=27%	
GOBP_NEURON_PROJECTION_ARBORIZATION	GOBP_NEURON_PROJECTION_ARBORIZATION		22	-0.66630673	-1.630531	0.007920792	0.3183381	1.0	1586	tags=32%, list=8%, signal=35%	
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE		29	-0.6226992	-1.629176	0.0058479533	0.31626165	1.0	1963	tags=28%, list=10%, signal=31%	
GOBP_SALIVARY_GLAND_DEVELOPMENT	GOBP_SALIVARY_GLAND_DEVELOPMENT		30	-0.6231687	-1.6270232	0.011320755	0.31605884	1.0	1724	tags=27%, list=9%, signal=29%	
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY		16	-0.7191454	-1.622036	0.014112903	0.32381302	1.0	1314	tags=38%, list=7%, signal=40%	
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION	GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION		21	-0.6668398	-1.619007	0.009541985	0.32587352	1.0	2978	tags=29%, list=15%, signal=34%	
GOBP_REGULATION_OF_MACROPHAGE_MIGRATION	GOBP_REGULATION_OF_MACROPHAGE_MIGRATION		30	-0.61346304	-1.6158794	0.0151802655	0.33038247	1.0	3409	tags=27%, list=18%, signal=32%	
GOBP_REGULATION_OF_GOLGI_ORGANIZATION	GOBP_REGULATION_OF_GOLGI_ORGANIZATION		18	-0.68129617	-1.6157393	0.01734104	0.32467702	1.0	2571	tags=39%, list=13%, signal=45%	
GOBP_CHONDROCYTE_DIFFERENTIATION	GOBP_CHONDROCYTE_DIFFERENTIATION		93	-0.50513464	-1.6100593	0.0018691589	0.335988	1.0	3252	tags=24%, list=17%, signal=28%	
GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL		15	-0.71633136	-1.6082149	0.011299435	0.33588207	1.0	1629	tags=33%, list=8%, signal=36%	
GOBP_KERATAN_SULFATE_METABOLIC_PROCESS	GOBP_KERATAN_SULFATE_METABOLIC_PROCESS		17	-0.7038638	-1.607753	0.023166023	0.33142707	1.0	1211	tags=29%, list=6%, signal=31%	
GOBP_DIACYLGLYCEROL_METABOLIC_PROCESS	GOBP_DIACYLGLYCEROL_METABOLIC_PROCESS		21	-0.65023434	-1.607585	0.013833992	0.3263255	1.0	4796	tags=62%, list=25%, signal=82%	
GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION		19	-0.67283136	-1.6074425	0.020220589	0.32125828	1.0	1862	tags=47%, list=10%, signal=52%	
GOBP_RESPONSE_TO_PROGESTERONE	GOBP_RESPONSE_TO_PROGESTERONE		30	-0.6157805	-1.6073135	0.013207547	0.31640738	1.0	2043	tags=43%, list=11%, signal=48%	
GOBP_REGULATION_OF_TISSUE_REMODELING	GOBP_REGULATION_OF_TISSUE_REMODELING		52	-0.54832333	-1.6068953	0.013972056	0.31254804	1.0	2901	tags=40%, list=15%, signal=47%	
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE		32	-0.6013014	-1.6059445	0.0057361377	0.31024736	1.0	576	tags=16%, list=3%, signal=16%	
GOBP_CELLULAR_RESPONSE_TO_PH	GOBP_CELLULAR_RESPONSE_TO_PH		18	-0.67794	-1.6053936	0.027777778	0.30679825	1.0	3876	tags=56%, list=20%, signal=69%	
GOBP_CARTILAGE_DEVELOPMENT	GOBP_CARTILAGE_DEVELOPMENT		151	-0.46511343	-1.6038225	0.0	0.30673736	1.0	4151	tags=31%, list=21%, signal=39%	
GOBP_SCHWANN_CELL_DEVELOPMENT	GOBP_SCHWANN_CELL_DEVELOPMENT		29	-0.616053	-1.6033498	0.019157087	0.30340633	1.0	3257	tags=41%, list=17%, signal=50%	
GOBP_REGULATION_OF_FATTY_ACID_TRANSPORT	GOBP_REGULATION_OF_FATTY_ACID_TRANSPORT		29	-0.60697585	-1.6016093	0.017857144	0.303273	1.0	2895	tags=28%, list=15%, signal=32%	
GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS	GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS		53	-0.5420681	-1.598394	0.0056603774	0.30759627	1.0	2564	tags=28%, list=13%, signal=33%	
GOBP_MACROPHAGE_MIGRATION	GOBP_MACROPHAGE_MIGRATION		36	-0.5823171	-1.5961767	0.017857144	0.30908582	1.0	3409	tags=28%, list=18%, signal=34%	
GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE	GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE		64	-0.5167804	-1.5936407	0.0073126145	0.31191716	1.0	3598	tags=34%, list=19%, signal=42%	
GOBP_PHAGOCYTOSIS_RECOGNITION	GOBP_PHAGOCYTOSIS_RECOGNITION		33	-0.5944407	-1.5929285	0.01010101	0.30950108	1.0	3369	tags=24%, list=17%, signal=29%	
GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS		64	-0.5238736	-1.5891743	0.007874016	0.3155951	1.0	3381	tags=42%, list=17%, signal=51%	
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN		15	-0.6905677	-1.5889823	0.023483366	0.31166065	1.0	173	tags=20%, list=1%, signal=20%	
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY		51	-0.54197353	-1.5859349	0.012345679	0.31530973	1.0	1784	tags=18%, list=9%, signal=19%	
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION		15	-0.6935106	-1.5813639	0.026119404	0.32374123	1.0	2488	tags=47%, list=13%, signal=53%	
GOBP_TISSUE_REMODELING	GOBP_TISSUE_REMODELING		119	-0.47860122	-1.5811142	0.0017985612	0.32027474	1.0	2741	tags=29%, list=14%, signal=34%	
GOBP_ACTIN_FILAMENT_SEVERING	GOBP_ACTIN_FILAMENT_SEVERING		16	-0.68402547	-1.5782721	0.018108651	0.3242947	1.0	887	tags=19%, list=5%, signal=20%	
GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE		48	-0.54496175	-1.5765456	0.013671875	0.32503927	1.0	3430	tags=31%, list=18%, signal=38%	
GOBP_STARTLE_RESPONSE	GOBP_STARTLE_RESPONSE		15	-0.69476956	-1.575537	0.017612524	0.32369152	1.0	3888	tags=60%, list=20%, signal=75%	
GOBP_REGULATION_OF_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS	GOBP_REGULATION_OF_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS		17	-0.6776871	-1.5747412	0.017013233	0.32191736	1.0	4668	tags=65%, list=24%, signal=85%	
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY		205	-0.443087	-1.5731827	0.0	0.32229918	1.0	3315	tags=32%, list=17%, signal=38%	
GOBP_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS	GOBP_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS		22	-0.62824196	-1.5726391	0.023809524	0.31990716	1.0	1713	tags=32%, list=9%, signal=35%	
GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY	GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY		43	-0.55219436	-1.5724075	0.0058479533	0.316771	1.0	2225	tags=40%, list=11%, signal=45%	
GOBP_PLASMA_MEMBRANE_ORGANIZATION	GOBP_PLASMA_MEMBRANE_ORGANIZATION		125	-0.4666762	-1.5708485	0.0	0.31726506	1.0	3705	tags=30%, list=19%, signal=37%	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY		31	-0.57734436	-1.5708048	0.024691358	0.31364653	1.0	1314	tags=23%, list=7%, signal=24%	
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION		105	-0.48180762	-1.5683237	0.0	0.3164415	1.0	2526	tags=25%, list=13%, signal=28%	
GOBP_AMINOGLYCAN_METABOLIC_PROCESS	GOBP_AMINOGLYCAN_METABOLIC_PROCESS		96	-0.47982758	-1.567042	0.007561437	0.31612903	1.0	2760	tags=30%, list=14%, signal=35%	
GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS		69	-0.51444954	-1.5664504	0.00984252	0.3141386	1.0	4307	tags=41%, list=22%, signal=52%	
GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY		292	-0.4273397	-1.5652032	0.0	0.31430167	1.0	3315	tags=30%, list=17%, signal=36%	
GOBP_CELL_SUBSTRATE_ADHESION	GOBP_CELL_SUBSTRATE_ADHESION		297	-0.42324054	-1.5647178	0.0	0.31203607	1.0	3430	tags=31%, list=18%, signal=37%	
GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS		43	-0.55282694	-1.5618048	0.014787431	0.31647348	1.0	2403	tags=23%, list=12%, signal=26%	
GOBP_LUNG_MORPHOGENESIS	GOBP_LUNG_MORPHOGENESIS		41	-0.5556741	-1.5588536	0.013035382	0.3205305	1.0	3693	tags=37%, list=19%, signal=45%	
GOBP_REGULATION_OF_ICOSANOID_SECRETION	GOBP_REGULATION_OF_ICOSANOID_SECRETION		18	-0.65678877	-1.5560017	0.021141648	0.32477152	1.0	1055	tags=22%, list=5%, signal=23%	
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY		38	-0.5557302	-1.5559775	0.007434944	0.32131228	1.0	3820	tags=39%, list=20%, signal=49%	
GOBP_GLIAL_CELL_MIGRATION	GOBP_GLIAL_CELL_MIGRATION		38	-0.5636757	-1.5558771	0.022857143	0.31819588	1.0	2480	tags=29%, list=13%, signal=33%	
GOBP_PEPTIDYL_PROLINE_HYDROXYLATION	GOBP_PEPTIDYL_PROLINE_HYDROXYLATION		15	-0.6880982	-1.5548638	0.023012552	0.31762904	1.0	3141	tags=47%, list=16%, signal=56%	
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX	GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX		17	-0.6627158	-1.5547849	0.038617887	0.31448814	1.0	2519	tags=24%, list=13%, signal=27%	
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS		60	-0.515711	-1.545933	0.00990099	0.33572486	1.0	3813	tags=35%, list=20%, signal=43%	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS		84	-0.4843043	-1.5391929	0.0038387715	0.35129485	1.0	2923	tags=29%, list=15%, signal=33%	
GOBP_CELL_MATRIX_ADHESION	GOBP_CELL_MATRIX_ADHESION		198	-0.4365456	-1.5377324	0.0054744524	0.35203698	1.0	2647	tags=27%, list=14%, signal=31%	
GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT		75	-0.49171168	-1.5367147	0.005964215	0.3515858	1.0	2526	tags=24%, list=13%, signal=27%	
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES		78	-0.4944088	-1.5332874	0.011428571	0.35825756	1.0	2602	tags=28%, list=13%, signal=32%	
GOBP_PODOSOME_ASSEMBLY	GOBP_PODOSOME_ASSEMBLY		17	-0.6506703	-1.5329763	0.034907598	0.3554866	1.0	2048	tags=29%, list=11%, signal=33%	
GOBP_ACTIN_FILAMENT_ORGANIZATION	GOBP_ACTIN_FILAMENT_ORGANIZATION		395	-0.40297446	-1.5322372	0.0	0.35405186	1.0	3409	tags=26%, list=18%, signal=31%	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT		61	-0.5151944	-1.531708	0.017045455	0.3522936	1.0	3400	tags=34%, list=17%, signal=42%	
GOBP_DENDRITIC_CELL_DIFFERENTIATION	GOBP_DENDRITIC_CELL_DIFFERENTIATION		40	-0.54375374	-1.5304884	0.01953125	0.35281447	1.0	2179	tags=23%, list=11%, signal=25%	
GOBP_LENS_FIBER_CELL_DIFFERENTIATION	GOBP_LENS_FIBER_CELL_DIFFERENTIATION		31	-0.5666382	-1.530383	0.02952756	0.34981155	1.0	3572	tags=48%, list=18%, signal=59%	
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		31	-0.58220696	-1.5290681	0.028282829	0.35040954	1.0	2445	tags=29%, list=13%, signal=33%	
